idade,sexo,estado_civil,escola,Qte_dependentes,tempo_ultimoservico,trabalha,vl_salario_mil,reg_moradia,casa_propria,vl_imovel_em_mil,Qte_cartoes,Qte_carros,SCORE_REAL,PREVISAO_Regressão Linear,PREVISAO_Árvore de Decisão,PREVISAO_Random Forest
48,1,0,2,5,38,1,132.01610737992,6,0,0,1,1,662.0,539.17950716944,564.5574074074075,565.6460400916493
45,0,3,2,0,32,1,21.8832620785578,4,0,0,1,1,437.4,431.40952902196824,459.7978003384095,474.10689743303595
44,1,0,4,4,31,1,146.5340512104,2,1,1434,2,0,787.0,774.2753358828638,636.3399999999999,738.932141706843
39,1,0,4,4,35,1,181.012162263089,6,0,0,1,1,635.51,570.1446390687856,506.254597122302,569.1085755984383
45,0,0,3,3,40,1,40.089665024322,3,0,0,1,1,778.0,519.5975054727244,497.28352745424286,551.545747530047
45,0,0,2,4,34,0,0.0,2,1,432,1,1,351.2,418.20442444020705,409.06666666666666,395.46342353975007
47,0,0,2,3,24,1,21.596214187548,3,1,387,1,1,387.0,388.384979945764,437.1375,445.52160821233855
50,0,0,1,2,37,0,0.0,3,1,176,1,1,243.2,345.9107636261089,325.2032,369.50560429053786
46,0,3,3,0,34,0,0.0,4,0,0,2,0,422.64,399.4062601760077,389.5800000000001,374.5472156077253
47,1,3,2,0,33,1,62.795395634286,5,0,0,1,1,315.9,438.90648947011033,459.7978003384095,426.0480845222775
54,0,3,4,0,47,1,24.4315445561233,2,1,487,1,0,459.9,475.91968696895725,457.0760736196319,478.4049275143
46,1,3,0,0,30,1,93.898462667668,5,0,0,1,0,329.4,375.0904415755698,371.3832214765101,382.4329742737624
33,1,3,1,0,23,1,114.86153616644,4,0,0,1,1,468.0,438.88323455561454,378.39478260869566,387.09502020598285
45,0,2,3,4,35,0,0.0,6,0,0,1,1,513.6,408.98694978828973,383.49285140562256,414.3414098490974
42,1,3,2,0,40,1,111.822687040384,2,0,0,2,1,799.2,613.0075970073685,673.5827586206897,710.3074662839115
38,1,3,2,0,31,1,91.9883713518,5,0,0,2,0,459.0,468.9214754359654,409.9875,476.8281624011145
53,1,3,2,0,34,1,197.3504286684,5,0,0,1,0,448.2,471.0527530588423,492.9547567567568,498.56978549261083
53,0,0,2,2,52,1,125.646976861286,1,1,1444,1,1,816.0,866.2645674635321,812.2857142857143,801.138529029148
49,1,3,3,0,37,1,122.262191758311,1,1,1642,1,0,737.1,741.8644879837236,701.5078571428572,684.833173843188
36,0,0,1,1,20,1,18.282821917464,6,0,0,1,1,361.0,355.5884115342555,300.07500000000005,340.745707093342
44,0,0,4,3,40,1,41.5428688426176,2,1,1616,2,1,811.0,865.8170070691876,772.1666666666666,756.2298811322012
39,0,0,0,1,33,1,66.4863307055766,5,0,0,1,1,507.0,464.72982795441396,459.7978003384095,433.03937371477525
58,0,0,1,4,43,1,18.31615547391,2,1,240,1,1,425.0,458.727222871175,369.93939393939394,393.58729476781036
45,0,1,3,4,29,1,68.418400755108,5,0,0,1,0,481.0,407.60371791901986,409.4328859060402,419.07583117282473
40,0,1,2,3,30,1,29.759219423136,1,1,952,1,1,674.0,582.6438122813902,644.1333333333333,605.2759591389741
38,0,3,4,0,24,1,16.431862593384,6,0,0,1,1,334.8,384.20513171556314,349.02117647058816,322.9284564910077
46,1,0,2,1,27,1,87.1357387829,2,1,1575,1,1,705.0,700.4763737846483,727.9090909090909,687.3394033555732
52,0,0,1,2,40,1,70.5149435817024,3,1,371,1,0,406.0,434.2338876369549,428.29344978165943,449.35456976326583
55,0,0,2,1,35,1,23.668831837206,5,0,0,1,2,617.0,494.4535186970439,637.25,562.7425365287207
43,1,2,3,2,28,1,123.2851613994,4,0,0,1,1,430.0,481.7306943448644,496.70740740740735,467.9632798848533
50,1,0,3,2,31,1,99.9980488665,3,1,391,1,0,431.0,400.7427830470395,409.4328859060402,476.81528624450766
30,0,3,1,0,35,1,25.302403905168,4,0,0,1,1,603.0,467.05219316603774,757.342857142857,525.3182478021614
57,0,3,3,0,44,1,25.0726920774299,4,0,0,1,0,449.1,431.0322237091562,457.0760736196319,462.0621803127171
52,1,0,4,1,46,1,200.157114848,5,0,0,1,0,618.0,556.6702921530153,586.8455737704917,564.9586268941562
55,1,0,2,2,48,1,196.17613458135,3,1,159,1,1,409.0,565.7368435440413,393.8175862068965,475.5450304085341
38,0,2,1,2,30,1,22.2760336947876,2,1,507,1,0,501.0,400.40820767522956,437.32738095238096,423.05634807059994
45,1,0,3,4,33,1,127.606373475,5,0,0,1,1,500.0,515.5391909244637,459.7978003384095,502.85515430084916
32,0,0,1,4,19,1,20.9421518148216,6,0,0,1,1,449.0,377.10614805823354,399.8625,406.3092246651353
50,0,3,1,0,38,1,23.473860250977,6,0,0,1,1,495.9,442.3246905712608,497.28352745424286,481.6333195259925
61,0,3,2,0,53,1,73.1657797977717,3,0,0,1,1,542.7,576.5004561270607,550.8405405405407,561.678322875582
59,0,0,1,0,47,0,0.0,5,0,0,1,0,374.4,369.12491902457293,344.9574074074074,350.9548491695137
53,0,3,1,0,40,1,23.7457680595942,5,0,0,1,0,414.9,396.2942902616618,450.4853146853148,435.49238632442695
40,0,3,4,0,34,1,39.482076507594,5,0,0,2,0,728.1,472.61199252852134,409.9875,507.65510624542367
49,0,3,3,0,34,0,0.0,3,0,0,2,0,432.0,402.61316200653033,389.5800000000001,375.48409009995277
40,0,2,1,3,19,1,61.4270509902,3,1,156,1,1,350.0,341.91226051615956,378.39478260869566,357.7561489562512
46,0,3,1,0,30,1,65.9852744532235,5,0,0,1,1,406.8,438.1942385060882,459.7978003384095,439.8541879865657
59,1,0,3,2,39,1,19.35384890703,3,1,158,1,0,511.0,325.33224643478184,447.0,388.0602739009448
53,0,0,3,3,38,1,20.008543606389,3,1,231,1,1,413.0,429.89723871051746,425.03000000000003,413.03897945297587
35,0,0,2,2,34,1,16.858047337443,5,0,0,1,0,401.0,394.83147594433,344.9574074074074,345.0779877378703
47,0,3,3,0,36,1,22.5424415585426,5,0,0,1,1,451.8,449.67914149922495,497.28352745424286,489.80590703782434
44,1,1,3,3,35,1,97.3400441544,4,0,0,1,1,603.0,508.62063919220964,497.28352745424286,501.31071956028813
44,0,0,3,3,31,1,20.4454190974176,5,0,0,1,1,439.0,439.9788485838506,455.6666666666667,437.10554150853653
42,0,0,3,4,29,1,19.311789977172,6,0,0,1,1,395.0,429.66424548748785,383.49285140562256,381.3057175086965
50,0,0,2,3,35,1,21.89004147603,3,1,364,1,0,491.0,382.56915417614607,437.32738095238096,431.3556534450129
42,0,0,2,4,34,1,21.7189369990656,6,0,0,1,1,416.0,456.34617808100114,459.7978003384095,464.31371927562975
42,0,3,2,1,34,1,18.2364535279968,6,0,0,1,0,306.0,375.71328156197524,308.5639024390243,333.80569712564255
60,1,3,2,0,51,1,75.65930738816,6,0,0,1,1,565.2,528.8133800564863,550.8405405405407,535.3104321894751
40,0,0,1,1,34,1,62.94239976528,4,0,0,1,0,381.0,417.06869094970745,371.3832214765101,412.9901845301033
49,0,2,1,2,41,1,69.3013311049488,6,0,0,1,0,459.0,444.96385443333025,428.29344978165943,444.52270276820644
39,0,2,1,2,33,1,16.6747762869534,4,0,0,1,0,373.0,388.55066148755145,369.6473684210526,350.03408082677316
38,0,0,2,4,30,1,61.3487936045376,4,0,0,1,1,344.0,480.7588217878405,459.7978003384095,421.52330850241543
58,0,0,2,2,35,1,19.4251955529528,3,1,154,1,2,449.0,437.9019135720485,496.40000000000003,457.5298884922073
65,0,0,2,0,55,1,20.343528265896,4,0,0,1,0,428.0,473.9824800548383,411.2758620689655,437.72392039704846
49,0,3,2,0,36,1,23.1912450011033,4,0,0,1,1,431.1,450.41127545598385,497.28352745424286,493.94282889153016
43,0,0,1,3,35,0,0.0,3,1,741,1,1,584.0,478.8890927262726,531.6742857142857,474.28277355901236
52,1,1,0,1,40,1,196.712687645744,6,0,0,1,0,438.9,495.93189759527434,586.8455737704917,521.2603809070603
57,0,0,2,2,37,1,25.1647020916488,5,0,0,1,1,548.0,450.1465072185403,497.28352745424286,506.60912797381764
46,1,3,4,0,25,1,192.474498074756,4,0,0,1,0,589.572,439.99257673561925,414.48,440.1386374057903
37,0,3,2,0,23,1,72.1393847532906,2,1,892,1,0,552.6,475.6822676489746,483.05555555555554,540.7575630032122
33,0,0,1,2,16,1,62.9185962470688,4,0,0,1,0,448.0,327.81621953311935,351.0965116279069,332.59002688650577
38,1,0,4,4,23,1,130.98726364344,5,0,0,1,0,562.0,411.9007309331137,547.4,471.8385008768053
53,0,3,0,0,41,1,122.80097990961,2,1,1355,1,0,699.3,692.4898257558434,682.3799999999999,672.7099093825285
41,0,3,4,1,29,0,0.0,6,0,0,1,1,365.04,364.35949734924947,383.49285140562256,365.1026843050741
60,1,0,2,1,43,1,211.1841157536,6,0,0,1,1,593.0,581.7138234657698,684.02,624.286122688218
43,1,0,0,3,38,1,97.72351367922,6,0,0,3,0,653.0,578.7669117487362,552.8,580.2067058862466
48,0,2,1,1,35,1,69.698902745472,3,1,423,1,0,439.0,416.9356109816638,371.3832214765101,420.04709127445534
33,1,3,0,0,13,1,169.817122180759,4,0,0,1,0,420.525,353.97842871281216,382.3849056603772,338.0593859482428
47,1,3,1,0,34,1,74.08703171394,2,1,804,1,0,490.5,486.2912332896397,520.26,531.4564265110178
51,1,3,2,0,35,1,143.0566967024,4,0,0,3,1,691.2,649.7357941999219,629.8521666666667,648.4112832479143
43,1,3,2,0,34,1,122.794186650135,4,0,0,2,1,526.5,569.9806151679163,605.0071428571428,589.157338505666
46,0,0,2,3,39,0,0.0,5,0,0,1,0,360.8,364.0495728548112,344.9574074074074,380.6412631412834
48,1,1,4,3,37,1,88.7921745,1,1,1524,1,2,860.0,837.1906612220866,764.6666666666666,753.5596198810703
53,1,0,1,3,40,1,130.51678270149,5,0,0,1,1,389.0,532.654493973077,497.28352745424286,470.0019766960775
54,0,0,1,2,44,0,0.0,5,0,0,1,1,488.0,432.79550897389896,369.93939393939394,389.1425015922121
43,0,3,1,0,34,1,24.1584323052758,3,0,0,1,0,450.9,389.1817263827238,409.13650793650794,401.2451498485295
43,1,1,4,2,22,1,181.19429908008,4,0,0,2,1,453.2,561.0988422263522,644.9200000000001,583.0849616794662
48,0,3,1,0,34,1,71.0136550549608,6,0,0,1,1,445.5,455.29758957092156,459.7978003384095,452.3154260311916
43,1,1,0,2,33,1,65.22618569181,4,0,0,1,0,361.0,394.84646651262864,409.4328859060402,442.37040763333664
49,0,3,0,0,36,1,102.492840267799,6,0,0,1,1,482.4,483.718815411564,497.28352745424286,497.9360270865987
47,1,0,2,1,40,1,69.08341014729,3,1,485,1,1,479.0,506.98692034435965,497.28352745424286,529.9990627700894
62,1,3,2,0,45,1,23.046982119936,6,0,0,1,1,502.2,453.7654584131784,497.28352745424286,510.073272581294
62,1,0,2,0,47,1,71.3238438744,5,0,0,1,0,452.0,442.633386181561,457.0760736196319,450.99044788228133
46,1,1,2,3,25,1,68.57754324672,5,0,0,1,1,484.0,415.6321307812915,426.8409395973154,422.9446111963027
33,0,3,1,0,14,1,25.4396063685368,1,1,813,1,0,342.9,380.2010349185343,386.808,452.1078540483109
41,1,0,3,4,28,1,21.03791128296,3,1,429,1,1,439.0,422.3999746176103,437.1375,457.6740682805881
44,1,0,2,3,30,1,62.3920641408,2,1,174,1,1,380.0,397.57525827875276,407.77532467532467,401.9120326474197
54,0,0,1,0,39,1,19.2823705550784,3,1,189,1,0,328.0,334.5208047657308,404.61538461538464,382.16973740950505
52,0,3,1,0,44,1,70.0461725261376,3,0,0,1,0,387.0,468.2314478262161,457.0760736196319,428.21472866760104
50,1,3,2,0,40,1,99.2892593475,4,0,0,1,0,472.5,447.79682188806623,428.29344978165943,459.4206236325938
45,0,3,2,0,30,1,19.1027364914874,1,1,247,1,1,358.2,389.83672747715525,364.1385964912281,368.80555048394984
55,0,3,1,0,47,1,74.809919186112,3,0,0,1,1,578.7,546.290544621357,550.8405405405407,535.5927302565849
44,1,0,2,4,35,1,125.18699713056,3,1,302,1,0,471.0,438.8818904479984,485.2121212121212,445.63915292930517
56,1,2,3,0,54,1,216.92505461484,1,1,877,1,1,799.0,784.9861576451315,814.238,755.3514499622917
47,0,0,2,3,34,1,22.3192064729088,4,0,0,1,1,413.0,457.793812262661,459.7978003384095,467.68745576219607
41,1,0,4,2,31,1,59.70393853479,5,0,0,1,0,263.0,390.7137452829934,409.4328859060402,404.2594089458118
38,1,0,3,2,33,1,59.51052039276,3,1,160,1,1,366.0,408.2119678657933,459.7978003384095,392.4309637165083
43,1,0,1,4,37,1,124.1011218447,5,0,0,1,0,378.0,469.4500513613655,428.29344978165943,468.39753972916844
49,1,0,4,2,43,1,151.94460951553,1,1,1426,1,1,819.0,824.5210380820474,828.2699999999999,803.2124099628983
53,1,3,2,0,40,1,104.239998033723,5,0,0,1,1,512.1,501.2502294345191,497.28352745424286,496.2614474959624
34,0,3,3,1,26,1,18.4368499530811,2,1,1260,2,0,709.2,624.0908411522375,679.6600000000001,555.9635810740357
55,0,3,1,0,33,1,24.8128023783198,3,0,0,1,1,502.2,428.9724658819988,459.7978003384095,459.36254370918374
38,1,2,4,1,26,1,200.764813185369,3,0,0,1,1,814.73,536.3522170206322,503.06149999999997,519.3865244935981
47,1,3,4,0,35,1,116.81765960697,3,0,0,1,1,736.2,511.82154748024425,497.28352745424286,529.260050719497
33,1,0,3,3,19,1,117.2095587208,5,0,0,1,1,466.0,435.52793453084576,378.39478260869566,372.68003495432527
26,1,3,3,0,19,1,80.09756689032,6,0,0,1,0,236.7,333.1617995945817,538.6666666666666,287.03600424367085
54,1,0,2,1,43,1,135.10713238792,3,1,284,1,1,591.0,516.2697312673243,564.5574074074075,485.09433980931004
36,0,2,2,2,21,1,64.87677077868,6,0,0,1,1,425.0,407.53990928452265,378.39478260869566,397.72020756169
45,1,1,1,1,30,1,65.34949088145,3,1,338,2,0,389.0,420.8753204132683,580.0875,478.1875104953366
47,1,2,2,2,41,1,136.24768419444,2,1,705,1,1,647.0,626.5465736341098,679.2428571428571,638.9549670983048
41,0,0,1,4,27,1,63.8503973827218,5,0,0,1,1,347.0,449.542374608312,426.8409395973154,425.8860951936953
35,1,0,2,4,21,1,112.7612640024,6,0,0,1,0,348.0,375.54777423551656,308.2857142857143,370.67515274684274
51,1,3,2,0,38,1,75.321432518749,1,1,729,1,1,548.1,560.7481446242055,614.4222222222221,589.1396016047048
40,0,3,1,1,23,1,21.8015126393064,6,0,0,1,0,341.1,312.3089602478717,369.275,351.75515777765133
44,0,0,4,2,26,1,23.8557719374272,2,1,563,1,1,394.0,454.74672829182515,475.54999999999995,496.6906692009678
38,1,3,2,0,16,1,116.719751986776,6,0,0,1,1,379.8,382.49403982338777,378.39478260869566,383.77085207679585
32,0,3,3,0,12,1,17.8469796576694,4,0,0,2,0,263.7,342.1845309662399,282.0142857142857,342.3820614821217
48,0,0,3,2,26,0,0.0,3,1,451,1,0,304.0,294.26147816805684,302.3714285714286,353.78334717468863
60,1,0,3,0,35,1,68.168190112,5,0,0,1,0,285.0,377.1442746020199,371.3832214765101,399.7036474091662
56,1,0,4,1,35,1,131.10645620592,6,0,0,1,0,299.0,430.87504920027413,351.22499999999997,457.12715460863313
43,1,3,0,0,32,1,89.161835841936,3,0,0,1,1,280.8,462.93085390720927,459.7978003384095,436.1666742017869
56,0,3,2,0,45,1,68.1350253102605,3,0,0,1,0,331.2,471.671281728397,457.0760736196319,432.20383787412436
51,0,3,2,1,37,1,21.8257391273844,3,0,0,1,0,364.5,405.4223742018675,450.4853146853148,429.9428677886815
45,0,3,4,0,32,1,62.8088355980808,2,1,282,1,1,277.2,441.82288933380585,407.77532467532467,418.36254703761904
51,0,0,3,2,42,1,22.7663361161352,4,0,0,1,1,567.0,497.1196564900076,497.28352745424286,500.45960426820585
41,1,0,2,3,29,1,61.60014483039,3,1,204,1,1,393.0,394.78990216873325,407.77532467532467,380.3814731102987
48,1,3,4,1,34,1,64.869018424512,1,1,214,1,1,401.4,431.9194201302039,407.77532467532467,420.4126322480043
49,0,0,1,2,37,1,29.6607975798108,2,1,835,2,1,634.0,635.8590825052195,636.4555555555556,655.9030558374801
50,0,3,1,0,42,1,23.725031278995,2,1,475,1,1,512.1,497.09787611306825,497.28352745424286,506.83938116350146
37,1,0,2,4,24,1,114.84458805294,6,0,0,1,1,289.0,453.0357089535826,426.8409395973154,391.49518456763104
45,0,0,2,3,35,1,17.340542148105,3,1,281,1,1,365.0,428.2169079600764,364.1385964912281,357.8450982597856
57,1,0,3,1,42,1,74.0058192807,3,1,458,1,1,574.0,506.9962516741801,497.28352745424286,523.4651956775302
49,0,3,4,2,37,1,22.2878469895533,3,0,0,1,0,418.5,423.65762722554376,450.4853146853148,430.05871140333585
33,1,0,1,3,27,1,135.49995908505,5,0,0,2,1,815.0,556.9259314089106,612.3399999999999,563.1046502426124
50,0,0,3,1,42,1,71.57945634588,4,0,0,1,0,619.0,465.21069067393734,428.29344978165943,460.1673246588707
35,1,3,1,0,33,1,17.463036029535,5,0,0,1,1,362.7,418.45287740543955,383.49285140562256,405.1562621851275
54,1,3,2,1,41,1,138.530934651648,3,0,0,1,1,604.8,551.1915728220736,564.5574074074075,570.9431821993808
53,0,0,4,3,51,1,42.5481293169198,1,1,1520,1,1,819.0,834.0534412491384,835.375,791.0362860395164
56,0,0,4,3,43,1,75.1510354521888,5,0,0,1,1,587.0,537.2524244464785,497.28352745424286,516.8108367832186
64,0,0,4,0,53,0,0.0,6,0,0,1,0,298.4,403.1631683816819,344.9574074074074,367.81352648120594
54,1,3,0,0,35,1,201.380777967816,5,0,0,1,0,515.97,469.90080735954234,517.4670769230769,496.0452307950061
31,0,2,0,2,10,1,90.8347517614602,5,0,0,1,1,491.0,366.93065927008456,305.18333333333334,391.57980382675373
34,0,0,1,1,33,1,17.9221058271276,2,1,260,1,1,409.0,416.26240527175355,364.1385964912281,364.88171871566755
60,0,0,4,1,57,1,41.743316021376,1,1,1361,2,1,834.0,879.794706509113,824.3333333333334,807.699504824973
43,0,0,2,3,34,1,20.22634727256,6,0,0,2,1,468.0,517.4129048776617,455.6666666666667,444.5092261608668
46,1,0,2,3,33,1,129.7253466536,6,0,0,1,1,580.0,497.53253557797666,459.7978003384095,510.9550959615388
54,0,3,1,0,40,1,32.2932374220456,2,1,944,1,1,574.2,592.9493580950048,682.3799999999999,636.6170139013288
37,1,1,2,3,34,1,62.85819604725,5,0,0,1,1,425.0,476.1711976943611,459.7978003384095,430.60371279785994
63,0,0,1,1,48,1,71.584306939305,3,1,154,1,0,365.0,411.02201331247545,457.0760736196319,437.80535848820523
38,1,3,3,0,24,1,92.201172954048,5,0,0,1,0,383.4,362.22611058841983,396.7722222222223,376.0754722505136
40,1,3,1,0,18,1,100.18238559868,4,0,0,1,0,420.3,328.8057504321132,551.6600000000001,378.1641814041126
63,0,3,1,0,53,1,77.9109183054946,5,0,0,1,1,546.3,558.5528285092864,550.8405405405407,551.8318264827147
59,0,3,1,0,40,1,75.7259081947998,6,0,0,1,0,423.0,417.97804498301497,428.29344978165943,439.7028027794874
41,1,2,3,0,34,1,178.00774904448,3,1,284,1,1,404.0,510.9624287025516,506.254597122302,491.2251460235891
43,1,0,3,2,36,1,105.13952984964,1,1,880,1,1,686.0,629.7907153337462,679.8625,677.5385653078539
32,1,3,4,0,13,1,129.813686174304,2,1,1343,1,0,525.6,558.4556385842948,636.3399999999999,612.385080161427
37,1,0,3,3,30,1,87.1263077322,6,0,0,1,1,317.0,466.0135554794132,459.7978003384095,409.24568982571685
45,0,3,2,0,31,1,22.4115172601856,6,0,0,1,0,424.8,350.4210202950255,409.13650793650794,403.3131364011481
44,0,3,3,0,23,1,67.6350268296192,6,0,0,1,0,391.5,341.29500387618765,351.0965116279069,350.3293400507115
47,1,0,4,3,35,1,106.99062436608,2,1,826,1,1,663.0,611.4330240733248,727.9399999999999,636.8492265818289
35,1,0,4,2,23,1,171.16019233425,3,1,207,1,0,386.25,386.72094433443954,471.80280000000005,403.64118102137945
50,0,0,1,4,32,0,0.0,6,0,0,1,2,470.4,435.31141599700834,431.0333333333333,436.6604397344729
31,1,0,1,1,33,1,112.29623658,4,0,0,1,1,440.0,501.79750294109886,459.7978003384095,432.6414493697989
62,1,3,2,0,35,1,108.921113805672,3,0,0,1,0,372.6,416.6300676002493,431.1916666666666,426.20848326976744
53,0,0,1,3,30,1,68.1473751900624,4,0,0,1,1,408.0,454.65502841958204,459.7978003384095,439.4453469746749
38,0,0,4,1,33,0,0.0,3,1,495,1,1,456.8,417.1765503218399,436.584,399.9359513713578
43,1,2,2,3,35,1,186.62531143685,6,0,0,1,0,543.0,494.51580520174934,506.254597122302,511.45327464525684
53,0,3,2,0,33,1,23.960249918685,2,1,470,1,1,441.0,443.7716825339553,489.79212598425204,472.48930745549245
38,1,3,2,0,33,1,93.936399197718,5,0,0,1,1,618.3,472.94888843293745,459.7978003384095,461.0852938567365
46,1,0,3,3,32,1,97.9990432164,4,0,0,1,1,572.0,487.8440792473456,459.7978003384095,476.7592383502301
58,0,0,1,1,46,1,19.9487419370064,3,1,182,1,1,476.0,436.8641802140408,441.8181818181818,434.557040899953
38,0,3,3,0,23,1,18.4432212595163,2,1,275,1,1,276.3,361.18378633635734,349.02117647058816,324.2049914471812
46,1,0,3,2,33,1,184.983908439,5,0,0,1,1,450.0,541.448664821364,506.254597122302,514.4282230768985
50,0,3,2,0,37,1,23.328181153944,3,0,0,1,1,442.8,462.22164986374725,497.28352745424286,499.843740175447
42,1,2,3,4,36,1,121.32536906784,5,0,0,3,0,479.0,613.9254137401053,694.7125,623.1518714824628
35,1,2,2,3,29,1,85.1873965416,5,0,0,1,0,292.0,405.3377628431664,409.4328859060402,395.11479090940423
40,0,0,0,2,36,1,96.205454036496,3,1,315,2,0,669.0,498.1684887646774,552.8,551.5715030612214
39,0,3,3,0,31,0,0.0,3,0,0,1,1,263.52,389.3127537730179,383.49285140562256,388.7586558149796
55,0,3,1,0,35,1,23.718907659678,4,0,0,1,0,400.5,371.5721166285441,409.13650793650794,405.4707474540127
45,0,0,3,3,29,1,28.075178925828,2,1,783,1,2,644.0,587.6285013168329,590.4470588235295,587.1921916340466
50,1,0,2,4,35,1,68.901760044,6,0,0,1,1,504.0,467.5081830416071,497.28352745424286,462.9561363570458
46,0,3,2,0,34,1,21.6526388978201,6,0,0,1,0,426.6,366.0972877204117,409.13650793650794,404.4770160567875
51,0,3,3,0,44,1,22.9740531012401,4,0,0,1,1,473.4,498.6456647045887,497.28352745424286,510.4933495079398
49,0,0,0,4,35,1,104.866707356354,4,0,0,1,2,593.0,578.8282472897647,611.6666666666666,582.2572383132383
46,0,0,1,2,33,1,22.04094168108,2,1,412,1,1,484.0,444.56231473855905,489.79212598425204,479.46377832746765
52,0,0,2,2,33,1,20.0438365959216,5,0,0,1,0,459.0,368.6448793356492,411.2758620689655,414.79425005085426
53,0,0,1,2,30,1,17.4593736912528,2,1,232,1,1,342.0,373.4802957973416,364.1385964912281,353.58157900259255
53,1,0,2,4,34,1,128.4799189266,3,1,292,1,1,314.0,482.25419795409107,407.77532467532467,425.81867773395913
41,0,3,3,2,31,1,66.7776673062936,6,0,0,1,0,441.0,404.89984283441163,409.4328859060402,407.00978082943556
44,0,3,4,1,33,0,0.0,3,0,0,1,1,336.24,405.347215411556,383.49285140562256,382.25660305807014
45,0,3,1,1,38,1,19.094104821792,6,0,0,1,1,410.4,452.58677419420354,383.49285140562256,393.9453372820944
53,1,3,1,0,35,1,103.562063646552,5,0,0,1,0,462.6,406.1404416863916,431.1916666666666,412.3584798846155
55,1,0,0,1,42,1,133.71369519375,5,0,0,1,1,515.0,526.2522204017266,495.62435897435904,498.84284789292917
42,0,0,4,5,27,0,0.0,3,1,452,1,1,347.2,393.86552052478413,335.04727272727274,371.0644104526873
41,1,0,2,2,33,1,125.61506384724,6,0,0,1,1,593.0,494.5436266498343,459.7978003384095,482.2212320512085
30,1,0,3,1,15,1,101.7746312232,1,1,1317,1,1,699.0,614.6624595940995,618.86,672.6289307879779
53,1,0,2,1,37,1,136.51509623688,4,0,0,1,1,548.0,517.3804085042968,564.5574074074075,532.1048667732414
52,1,3,3,0,37,1,130.04359154652,3,0,0,2,1,531.9,592.1593924675424,673.5827586206897,670.0375310383562
50,0,3,2,0,39,0,0.0,5,0,0,1,0,357.12,341.6945155810316,308.5639024390243,344.6830440417624
34,1,0,4,3,24,1,89.37248792876,6,0,0,1,0,319.0,379.64496782185637,547.4,376.14386493509886
47,1,3,0,0,39,1,219.177985600279,2,0,0,2,1,848.61,668.1004758351007,711.7141666666666,742.4082685391048
49,1,3,1,0,37,1,94.368648810041,4,0,0,1,0,260.1,423.82975192220493,428.29344978165943,414.7514169802755
41,1,3,4,0,31,1,125.450944544373,3,0,0,1,1,531.9,502.5267053728101,459.7978003384095,518.2383264050385
48,0,3,4,0,33,1,22.423051494564,3,0,0,1,1,473.4,449.3750687903798,459.7978003384095,469.8008008098013
50,1,3,2,0,42,1,95.8375184151,4,0,0,1,0,440.1,457.0452484299046,428.29344978165943,452.5634265244647
49,1,3,4,0,27,1,202.366318758307,5,0,0,1,1,533.025,508.64493890417845,503.06149999999997,526.3648689021161
28,1,0,0,0,12,1,80.58087810304,4,0,0,1,0,183.0,288.38314244194305,538.6666666666666,296.0580358240637
41,1,0,3,4,33,1,187.82643613272,5,0,0,1,2,676.0,624.6781890848437,506.254597122302,601.7327566373212
38,1,1,1,0,33,1,16.5571294689,3,1,156,1,1,383.0,355.91871784970414,364.1385964912281,385.0383134037137
51,1,0,2,2,32,1,136.4937051069,5,0,0,1,2,635.0,551.4366108111781,564.5574074074075,609.0017409778259
53,1,0,1,2,44,1,97.789642929,3,1,281,1,1,425.0,498.7625822731495,497.28352745424286,419.7388807345613
38,0,3,4,1,29,1,16.0840113889687,4,0,0,1,0,210.6,373.18240117689953,308.5639024390243,301.84249434105277
53,0,3,1,0,41,1,23.1785309949469,1,1,427,1,0,405.9,422.01424320773407,450.4853146853148,436.5519992224907
41,1,3,3,0,28,1,127.098402107586,6,0,0,1,1,624.6,460.3030745882407,496.70740740740735,497.0460742528106
65,0,0,2,0,47,1,20.911916562966,4,0,0,1,1,446.0,488.72840069959744,550.8405405405407,486.4952013674158
48,1,1,0,3,33,1,99.57325590672,3,1,388,1,0,532.0,409.08337264212474,409.4328859060402,474.63162355750256
61,1,3,2,0,53,0,0.0,5,0,0,1,1,448.56,452.56398502666394,497.98749999999995,455.8699961540005
40,0,0,1,4,28,1,67.271912998416,5,0,0,1,1,446.0,459.14535766831403,426.8409395973154,429.541962878892
49,1,0,3,3,41,1,126.40954769784,4,0,0,1,0,386.0,495.50432124299914,428.29344978165943,492.4099041821402
51,0,0,2,3,36,0,0.0,6,0,0,1,0,348.0,332.6649915794304,344.9574074074074,370.3289639257995
45,0,0,3,3,35,1,63.948338322414,4,0,0,1,0,361.0,438.95356441659965,409.4328859060402,420.11242854234143
36,0,0,1,4,15,0,0.0,4,0,0,1,1,364.8,307.7710734363495,300.07500000000005,311.2596423532075
39,0,0,3,1,29,1,62.99927861892,6,0,0,1,2,541.0,505.58927930206903,492.9047619047619,515.4232947081417
53,0,0,4,1,39,1,24.220285806636,4,0,0,1,1,485.0,475.49141650144446,497.28352745424286,500.1929297311244
40,0,3,2,2,27,1,21.1809453185652,3,0,0,1,0,404.1,367.8295416852106,415.6666666666667,382.3045325502587
49,0,0,3,4,40,1,21.723444800652,4,0,0,1,1,540.0,500.78510168049127,497.28352745424286,491.44927945592565
40,0,3,2,0,33,1,22.709111303424,4,0,0,1,0,432.0,383.36342790307253,409.13650793650794,414.1097246614856
