ID_CLIENTE,TIPO_FUNCIONARIO,DIA_PAGAMENTO,TIPO_ENVIO_APLICACAO,QUANT_CARTOES_ADICIONAIS,TIPO_ENDERECO_POSTAL,SEXO,ESTADO_CIVIL,QUANT_DEPENDENTES,NIVEL_EDUCACIONAL,ESTADO_NASCIMENTO,CIDADE_NASCIMENTO,NACIONALIDADE,ESTADO_RESIDENCIAL,CIDADE_RESIDENCIAL,BAIRRO_RESIDENCIAL,FLAG_TELEFONE_RESIDENCIAL,CODIGO_AREA_TELEFONE_RESIDENCIAL,TIPO_RESIDENCIA,MESES_RESIDENCIA,FLAG_TELEFONE_MOVEL,FLAG_EMAIL,RENDA_PESSOAL_MENSAL,OUTRAS_RENDAS,FLAG_VISA,FLAG_MASTERCARD,FLAG_DINERS,FLAG_AMERICAN_EXPRESS,FLAG_OUTROS_CARTOES,QUANT_CONTAS_BANCARIAS,QUANT_CONTAS_BANCARIAS_ESPECIAIS,VALOR_PATRIMONIO_PESSOAL,QUANT_CARROS,EMPRESA,ESTADO_PROFISSIONAL,CIDADE_PROFISSIONAL,BAIRRO_PROFISSIONAL,FLAG_TELEFONE_PROFISSIONAL,CODIGO_AREA_TELEFONE_PROFISSIONAL,MESES_NO_TRABALHO,CODIGO_PROFISSAO,TIPO_OCUPACAO,CODIGO_PROFISSAO_CONJUGE,NIVEL_EDUCACIONAL_CONJUGE,FLAG_DOCUMENTO_RESIDENCIAL,FLAG_RG,FLAG_CPF,FLAG_COMPROVANTE_RENDA,PRODUTO,FLAG_REGISTRO_ACSP,IDADE,CEP_RESIDENCIAL,CEP_RESIDENCIAL_3,ROTULO_ALVO_MAU
15291,C,10,0,0,1,M,2,1,0,AM,TABATINGA,1,AM,MANAUS,CIDADE NOVA I,Y,118,1.0,4.0,N,0,825.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,AM,MANAUS,DISTRITO INDUSTRIAL,Y,118,0,9.0,5.0,0.0,0.0,0,0,0,0,1,N,28,690,690,0
15301,C,10,0,0,1,F,2,0,0,BA,SANTO ANTONIO,1,BA,SALVADOR,TANCREDO NEVES,Y,81,1.0,20.0,N,0,575.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,BA,SALVADOR,ITAIGARA,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,26,412,412,0
15307,C,10,0,0,1,F,1,0,0, , ,0,MG,BELO HORIZONTE,SAUDADE,Y,29,2.0,0.0,N,1,738.0,0.0,0,1,0,0,0,0,0,0.0,1,Y,MG,BELO HORIZONTE,STA EFIGENIA,Y,29,0,9.0,2.0,11.0,0.0,0,0,0,0,2,N,39,302,302,1
15308,C,10,0,0,1,F,2,0,0,CE,FORTALEZA,1,CE,FORTALEZA,CRISTO REDENTOR,Y,107,2.0,1.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,CE,Fortaleza,Jacarecanga,N, ,0,9.0,1.0,0.0,0.0,0,0,0,0,1,N,65,603,603,0
15332,C,25,0,0,1,M,2,1,0,PR,GUARAPUAVA,1,PR,GUARAPUAVA,BONSUCESSO,Y,41,1.0,23.0,N,0,435.0,120.0,0,0,0,0,0,1,1,20000.0,1,Y,PR,GUARAPUAVA,CENTRO,Y,41,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,22,850,850,1
15335,C,10,0,0,1,M,1,3,0, , ,0,PA,REDENCAO,ST MARECHAL RONDON,Y,120,1.0,2.0,N,1,1645.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PA,REDENCAO,CENTRO,Y,120,0,11.0,2.0,11.0,0.0,0,0,0,0,1,N,41,685,685,0
15341,C,20,0,0,1,F,2,0,0,ES,SAO MATEUS,1,ES,JAGUARE,CENTRO,N, ,1.0,36.0,N,0,500.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,ES,JAGUARE,PALMITAL,Y,25,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,36,299,299,0
15347,C,10,Web,0,1,M,2,1,0,RS,PELOTAS,1,RS,PELOTAS,FRAGATA,Y,58,1.0,3.0,N,1,771.76,0.0,0,0,0,0,0,0,0,0.0,0,Y,RS,PELOTAS,CENTRO,Y,58,0,9.0,5.0,9.0,2.0,0,0,0,0,7,N,49,960,960,0
15353,C,20,0,0,1,F,2,2,0, , ,0,AL,MACEIO,PRADO,Y,41,1.0,0.0,N,1,344.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,AL,MACEIO,VERGEL,Y,100,0,11.0,2.0,11.0,0.0,0,0,0,0,1,N,32,570,570,0
15360,C,15,0,0,1,F,2,2,0,PA,IG MIRI,1,PA,PARAUAPEBAS,ALTAMIRA,Y,120,1.0,6.0,N,0,650.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PA,PARAUAPEBAS,CIDADE NOVA,Y,120,0,9.0,2.0,2.0,4.0,0,0,0,0,1,N,49,685,685,0
15362,C,15,0,0,1,M,1,0,0,RO,GUAJARA MIRIM,1,MT,CUIABA,JD PASSAREDO,Y,71,1.0,2.0,N,0,1200.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MT,CUIABA,CENTRO,Y,71,0,9.0,0.0,0.0,0.0,0,0,0,0,1,N,22,780,780,1
15364,C,10,0,0,2,F,3,1,0,MG,UBERLANDIA,1,MG,UBERLANDIA,JARDIM BRASILIA,Y,32,2.0,1.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,UBERLANDIA,PACAEMBU,Y,32,0,9.0,2.0,0.0,0.0,0,0,0,0,2,N,40,384,384,0
15370,C,15,0,0,1,F,2,0,0,SP,VERA CRUZ,1,SP,MARILIA,SANTA ANTONIETA IV,Y,12,1.0,8.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,MARILIA,CENTRO,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,33,175,175,0
15376,C,5,0,0,1,F,2,3,0,RS,CANGUCU,1,RS,Pelotas,Fragata,Y,58,1.0,8.0,N,0,1023.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,RS,Pelotas,areal,Y,58,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,48,960,960,0
15387,C,10,0,0,1,F,1,0,0, , ,0,PE,RECIFE,GUABIRABA,Y,97,1.0,0.0,N,1,371.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PE,RECIFE,CASA FORTE,N, ,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,39,522,522,0
15410,C,10,0,0,1,F,4,5,0, , ,0,RS,CRUZ ALTA,NOSSA SENHORA DA PENHA,Y,62,1.0,10.0,N,1,1131.0,0.0,1,0,0,0,0,0,0,0.0,1,Y, , , ,N, ,0,11.0,1.0,11.0,0.0,0,0,0,0,1,N,61,980,980,0
15424,C,10,0,0,1,F,1,2,0,RS,LAVRAS DO SUL,1,RS,PORTO ALEGRE,MARIO QUINTANA,Y,54,1.0,9.0,N,1,350.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,RS,PORTO ALEGRE,BOA VISTA,Y,54,0,13.0,2.0,11.0,0.0,0,0,0,0,1,N,27,912,912,0
15465,C,10,0,0,1,M,0,2,0, , ,0,MG,PAPAGAIO,CENTRO,N, ,1.0,0.0,N,1,372.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,MG,PAPAGAIO,N S APARECIDA,Y,38,0,9.0,2.0,11.0,0.0,0,0,0,0,2,N,23,356,356,0
15466,C,15,0,0,1,F,2,2,0,PE,RECIFE,1,PE,PALMARES,N CARNEIRO,Y,97,1.0,10.0,N,0,1100.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PE,PALMARES,N CARNEIRO,Y,97,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,27,555,555,0
15468,C,10,0,0,1,M,1,0,0,PE,VICENCIA,1,PE,CARPINA,SENZALA,Y,97,1.0,15.0,N,0,2224.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PE,LAGOA DO CARRO,PRO LAR I,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,42,558,558,1
15478,C,10,0,0,1,F,5,0,0,ES,CARIACICA,1,ES,CARIACICA,MORRO NOVO,Y,25,1.0,8.0,N,0,700.0,0.0,1,1,0,0,0,1,1,0.0,1,Y,ES,CARIACICA,ALTO LAGE,Y,25,0,9.0,2.0,0.0,0.0,0,0,0,0,2,N,37,291,291,0
15497,C,10,0,0,1,F,1,0,0,CE,SOBRAL,1,CE,ACARAPE,CENTRO,Y,97,1.0,5.0,N,0,1050.0,0.0,0,0,0,0,0,1,1,0.0,1,N,CE,FORTALEZA,CONJUNTO CEARA,N, ,0,9.0,4.0,0.0,0.0,0,0,0,0,1,N,43,627,627,1
15514,C,5,0,0,1,M,2,0,0,PR,LOBATO,1,PR,ASTORGA,CENTRO,Y,44,4.0,5.0,N,1,1176.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PR,ASTORGA,CENTRO,Y,44,0,9.0,5.0,0.0,0.0,0,0,0,0,1,N,35,867,867,1
15516,C,10,0,0,2,M,2,0,0,SP,PEDREIRA,1,SP,PEDREIRA,MARAJOARA,N, ,1.0,3.0,N,0,800.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,PEDREIRA,VILA SAO JOSE,Y,18,0,9.0,2.0,0.0,0.0,0,0,0,0,2,N,29,139,139,0
15517,C,20,0,0,1,M,2,1,0,GO,GOIANIA,1,GO,RIO VERDE,RES DONA GERCINA,Y,69,2.0,2.0,N,0,846.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,GO,GOIANIA,CENTRO,Y,67,0,10.0,2.0,0.0,0.0,0,0,0,0,1,N,25,759,759,0
15518,C,10,Web,0,1,F,2,1,0,MG,PRATA,1,MG,PRATA,OLIVEIRA,Y,32,1.0,11.0,N,1,621.96,0.0,0,0,0,0,0,0,0,0.0,0,Y,MG,PRATA,INDUSTRIAL,Y,32,0,9.0,2.0,11.0,3.0,0,0,0,0,1,N,45,381,381,0
15523,C,25,0,0,1,F,1,0,0,MG,CORONEL FABRICIANO,1,MG,IPATINGA,CORREGO NOVO,Y,29,1.0,0.0,N,0,357.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,IPATINGA,IGUACU,Y,29,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,18,351,351,0
15538,C,10,0,0,1,M,1,0,0, , ,0,PB,JOAO PESSOA,BESSA,Y,103,5.0,0.0,N,1,423.0,0.0,1,0,0,0,0,1,1,0.0,1,Y,PB,JOAO PESSOA,TORRE,Y,103,0,10.0,2.0,11.0,0.0,0,0,0,0,1,N,25,580,580,1
15566,C,20,0,0,1,M,0,0,0, , ,0,BA,LAURO DE FREITAS,ITINGA,N, ,1.0,0.0,N,1,660.0,0.0,0,0,0,0,0,1,1,0.0,1,Y, ,SALVADOR,BROTAS,Y,81,0,11.0,2.0,11.0,0.0,0,0,0,0,1,N,39,427,427,0
15575,C,10,0,0,1,M,2,0,0,MG,belo horizonte,1,MG,sabara,n sra de fatima,Y,29,1.0,12.0,N,0,552.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,belo horizonte,belo horizonte,Y,29,0,12.0,2.0,0.0,0.0,0,0,0,0,2,N,30,346,346,1
15587,C,5,0,0,1,F,1,0,0,PE,PERNAMBUCO,1,PE,GOIANA,CENTRO,Y,97,1.0,8.0,N,0,809.0,982.0,0,1,0,0,0,1,1,0.0,1,Y,PE,GOIANA,CENTRO,Y,97,0,12.0,5.0,0.0,0.0,0,0,0,0,1,N,49,559,559,0
15588,C,10,0,0,1,M,2,0,0,BA,VALENCA,1,BA,VALENCA,ALTO DE SAO ROQUE,Y,86,1.0,4.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,BA,VALENCA,CENTRO,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,2,N,27,454,454,0
15590,C,10,0,0,1,F,1,2,0,RS,PORTO ALEGRE,1,RS,PORTO ALEGRE,SANTA TEREZA,Y,54,1.0,3.0,N,1,416.0,0.0,0,0,0,0,0,0,0,0.0,1,Y,RS,Porto Alegre,Menino Deus,Y,54,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,29,908,908,1
15595,C,1,0,0,1,F,1,0,0,RS,CACHOEIRINHA,1,RS,GRAVATAI,COSTA DO IPIRANGA,Y,54,0.0,0.0,N,1,1300.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,GRAVATAI,SAO GERALDO,Y,54,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,25,940,940,1
15599,C,20,0,0,1,F,1,0,0, , ,0,MG,SANTA BARBARA,CENTRO,Y,29,1.0,0.0,N,1,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,SANTA BARBARA,CENTRO,Y,29,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,26,359,359,1
15614,C,10,Web,0,1,M,2,0,0,PR,CHOPINZINHO,1,RS,Novo Hamburgo,Santo afonso,N, ,1.0,5.0,N,1,1200.0,0.0,1,1,0,0,0,0,0,27.0,1,Y,RS,NOVO HAMBURGO,SANTO AFONSO,N, ,0,9.0,4.0,9.0,2.0,0,0,0,0,1,N,57,934,934,0
15626,C,10,0,0,1,M,1,0,0,SP,GABRIEL MONTEIRO,1,SP,BIRIGUI,JARDIM PRIMAVERA,Y,16,1.0,12.0,N,0,734.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,BIRIGUI,JARDIM CAPUANO,Y,16,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,31,162,162,0
15634,C,5,0,0,1,M,2,0,0,RS,CAHOEIRA DO SUL,1,RS,Alvorada,Maria Regina,Y,54,1.0,5.0,N,0,1240.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,RS,Porto Alegre,Mont Serrat,Y,54,0,9.0,2.0,9.0,3.0,0,0,0,0,1,N,54,948,948,0
15639,C,15,0,0,1,M,2,0,0,MG,BELO HORIZONTE,1,MG,Contagem,Vila Perola,Y,29,1.0,30.0,N,0,603.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,BELO HORIZONTE,BELVEDERE,Y,29,0,9.0,5.0,0.0,0.0,0,0,0,0,1,N,30,321,321,0
15660,C,20,0,0,1,F,2,2,0,RS,PELOTAS,1,RS,PELOTAS,FRAGATA,Y,58,1.0,10.0,N,0,684.0,0.0,0,0,0,0,0,0,0,0.0,1,Y,RS,PELOTAS,FRAGATA,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,30,960,960,0
15683,C,5,0,0,1,M,6,4,0,GO,Xamboia,1,MT,Alta Floresta,Zona Rural,Y,73,4.0,2.0,N,1,1200.0,0.0,0,0,0,0,0,1,1,60000.0,1,Y,MT,Alta Floresta,Zona Rural,Y,73,0,6.0,2.0,0.0,0.0,0,0,0,0,1,N,28,785,785,0
15691,C,10,0,0,1,M,2,1,0,PR,ponta grossa,1,PR,Ponta Grossa,Chapada piriquitos,Y,41,1.0,2.0,N,0,501.0,449.0,0,0,0,0,0,1,1,0.0,1,Y,PR,Ponta Grossa,Chapada,Y,41,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,41,840,840,0
15702,C,5,0,0,1,F,2,2,0, , ,0,CE,CAUCAIA,ITAMBE,Y,107,1.0,0.0,N,1,1103.0,0.0,1,0,0,0,0,0,0,0.0,1,Y,CE,FORTALEZA,MONTESE,Y,107,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,25,616,616,0
15705,C,10,0,0,1,M,2,0,0, , ,0,RS,PELOTAS,FRAGATA,N, ,0.0,0.0,N,1,1481.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,PELOTAS,CENTRO,Y,58,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,62,960,960,0
15712,C,10,Web,0,1,F,6,1,0,BA,URUCUCA,1,SP,Sao Paulo,Jardim adelfiore,Y,5,5.0,1.0,N,1,391.0,320.0,0,0,0,0,0,0,0,0.0,0,Y,SP,Presidente Prudente,Jardim aviacao,N, ,0,9.0,5.0,10.0,2.0,0,0,0,0,7,N,25,522,522,1
15718,C,10,0,0,1,F,2,0,0,RS,Tenente Portela,1,RS,Cruz Alta,Vila Rocha,Y,62,2.0,1.0,N,0,400.0,0.0,0,0,0,0,0,0,0,0.0,1,Y,RS,Cruz Alta,Centro,N, ,0,9.0,2.0,9.0,2.0,0,0,0,0,1,N,44,980,980,1
15725,C,10,0,0,1,F,1,0,0,RS,CXIAS DO SUL,1,RS,CAXIAS DO SUL,EXPOSICAO,Y,61,1.0,32.0,N,1,420.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,CAXIAS DO SUL,CENTRO,Y,61,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,32,950,950,1
15726,C,15,0,0,1,F,2,0,0,ES,VITSRIA,1,ES,IBATIBA,FLORESTA,Y,27,1.0,1.0,N,0,56291.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,ES,CENTRO, ,Y,27,0,9.0,5.0,0.0,0.0,0,0,0,0,1,N,45,293,293,0
15730,C,5,0,0,1,M,1,5,0,CE,PACAJUS,1,CE,HORIZONTE,DOURADO,Y,107,1.0,10.0,N,0,370.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,CE,HORIZONTE,DISTRITO INDUSTRIAL,Y,107,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,21,628,628,0
15751,C,10,0,0,1,F,2,0,0,GO,GOIANIA,1,PE,Recife,Imbiribeira,Y,97,1.0,20.0,N,0,1000.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PE,Recife,Ipsep,Y,97,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,33,511,511,0
15752,C,15,0,0,1,F,1,0,0,MG,ALTEROSA,1,MG,ALTEROSA,CENTRO,Y,33,1.0,15.0,N,0,250.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MG,ALTEROSA,CENTRO,Y,33,0,9.0,5.0,0.0,0.0,0,0,0,0,2,N,18,371,371,1
15757,C,10,0,0,1,M,6,2,0,GO,PATOS,1,GO,SAO LUIS DE MONTES BELOS,SAO JOSE,Y,69,1.0,40.0,N,0,980.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,GO,SAO LUIS DE MONTES BELOS,SAO JOSE,Y,69,0,9.0,2.0,0.0,0.0,0,0,0,0,2,N,43,761,761,0
15768,C,10,0,0,1,F,1,0,0,RJ,RIO DE JANEIRO,1,RJ,NOVA FRIBURGO,OURO PRETO,Y,22,2.0,2.0,N,0,402.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RJ,NOVA FRIBURGO,OURO PRETO,Y,22,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,21,286,286,0
15780,C,10,0,0,1,F,1,0,0,CE,SOBRAL,1,CE,CAUCAIA,CAPUAN,N, ,1.0,40.0,N,1,260.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,CE,CAUCAIA,CAPUAN,N, ,0,9.0,1.0,0.0,0.0,0,0,0,0,1,N,90,616,616,1
15785,C,20,0,0,1,M,2,1,0,PR,ESTADO DO PARANA,1,PR,COLORADO,ALTO ALEGRE,Y,44,2.0,1.0,N,1,563.0,350.0,1,0,0,0,0,0,0,0.0,1,Y,PR,COLORADO,ALTO ALEGRE,Y,44,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,28,866,866,0
15793,C,20,Web,0,1,M,2,0,0,PI,ANGICAL DO PIAUI,1,PI,TERESINA,PORTO ALEGRE,Y,110,1.0,10.0,N,1,413.0,0.0,1,0,0,0,0,0,0,0.0,0,Y,PI,TERESINA,MORADA NOVA,Y,110,0,9.0,2.0,12.0,1.0,0,0,0,0,1,N,46,640,640,0
15798,C,20,0,0,1,F,2,0,0, , ,0,BA,CRUZ DAS ALMAS,VITORIA,Y,86,1.0,0.0,N,1,1830.0,0.0,1,1,0,0,0,0,0,0.0,1,Y,BA,CRUZ DAS ALMAS,ASSEMBLEIA,Y,86,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,36,443,443,0
15799,C,20,0,0,1,M,4,1,0, , ,0,RJ,RIO DE JANEIRO,COSMOS,Y,20,1.0,0.0,N,1,278.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RJ,RIO DE JANEIRO,SANTA MARGARIDA,Y,20,0,11.0,2.0,11.0,0.0,0,0,0,0,1,N,70,230,230,1
15800,C,25,0,0,1,M,2,3,0, , ,0,MG,ARAXA,PRIMAVERA,Y,32,1.0,0.0,N,1,1520.0,0.0,1,0,0,0,0,0,0,0.0,1,Y, , , ,N, ,0,11.0,2.0,11.0,0.0,0,0,0,0,1,N,37,381,381,0
15802,C,5,0,0,1,F,2,7,0,MA,MONCAO,1,PA,PARAUAPEBAS,DA PAZ,N, ,5.0,8.0,N,0,350.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PA,PARAUAPEBAS,CIDADE NOVA,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,57,685,685,0
15809,C,10,0,0,1,F,2,0,0,RN,ALMINO AFONSO,1,PB,JOAO PESSOA,DOS IPES,Y,103,1.0,13.0,N,1,1216.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,PB,SANTA RITA,CENTRO,Y,103,0,9.0,5.0,9.0,4.0,0,0,0,0,1,N,43,580,580,1
15825,C,10,0,0,1,F,2,0,0,BA,CARAVELAS,1,ES,Vitoria,Resistencia,N, ,2.0,1.0,N,0,395.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,ES,vitoria,Camburi,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,2,N,61,290,290,0
15832,C,10,0,0,1,M,2,0,0,GO,ITUMBIARA,1,GO,ITUMBIARA,VALE BURITYS,Y,69,1.0,2.0,N,0,352.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,GO,ITUMBIARA,PLANALTO,Y,69,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,26,755,755,0
15848,C,20,0,0,1,F,2,0,0,RS,ARROIO GRANDE,1,RS,PELOTAS,FRAGATA,Y,58,1.0,23.0,N,0,532.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,Pelotas,Centro,Y,58,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,42,960,960,0
15853,C,15,0,0,1,M,2,1,0,PR,Sao Mateus do Sul,1,PR,Lapa,Zona Rural,Y,40,1.0,6.0,N,0,545.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PR,Lapa,Zona Rural,Y,40,0,9.0,2.0,9.0,3.0,0,0,0,0,1,N,28,837,837,1
15854,C,10,0,0,1,F,2,0,0,RS,Lagoa Vermelha,1,RS,Igrejinha,Centro,N, ,1.0,15.0,N,1,482.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,Igrejinha,Centro,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,41,956,956,0
15859,C,1,0,0,1,F,1,1,0,PA,JACUNDA,1,PA,JACUNDA,ELETRONORTE,Y,120,1.0,8.0,N,0,1978.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PA,JACUNDA,CENTRO,Y,120,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,44,685,685,0
15863,C,10,0,0,1,F,4,4,0,PE,BOM CONSELHO,1,MS,MARACAJU,PARAGUAIO,Y,75,1.0,22.0,N,0,700.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,MS,MARACAJU,PARAGUAI,N, ,0,9.0,5.0,0.0,0.0,0,0,0,0,1,N,41,791,791,0
15866,C,20,0,0,1,F,2,3,0, , ,0,SP,ITAPEVA,JD VIRGINIA,Y,13,1.0,0.0,N,1,1213.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,NOVA CAMPINA, ,N, ,0,11.0,2.0,11.0,0.0,0,0,0,0,1,N,50,184,184,0
15882,C,10,0,0,1,M,2,0,0,SC,IMBITUBA,1,SC,Palhoca,Barra do aririz,Y,50,1.0,15.0,N,1,500.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SC,Florianopolis,Capoeiras,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,7,N,42,881,881,0
15885,C,10,0,0,1,F,2,3,0,AL,ALAGOAS,1,SP,GUARUJA,MORRINHOS,Y,10,1.0,10.0,N,1,1306.0,0.0,0,0,0,0,1,1,1,0.0,1,Y,SP,GUARUJA,ENSEADA,N, ,0,0.0,2.0,0.0,0.0,0,0,0,0,7,N,51,114,114,0
15887,C,25,0,0,1,M,6,0,0,RS,CANGUCU,1,RS,PELOTAS,TRES VENDAS,N, ,1.0,23.0,N,0,556.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,PELOTAS,CENTRO,Y,58,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,50,960,960,0
15890,C,20,0,0,1,M,2,2,0,SP,OSASCO,1,SP,Osasco,Jardim Veloso,Y,5,1.0,5.0,N,0,802.0,0.0,0,0,0,0,0,0,0,0.0,1,Y,SP,CENTRO,BELA VISTA,Y,5,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,41,614,614,1
15893,C,20,0,0,1,F,2,0,0,RJ,Rio de Janeiro,1,RJ,Marica,Flamengo,Y,20,1.0,10.0,N,1,520.0,0.0,0,0,0,0,0,0,0,0.0,1,Y,RJ,Marica,Centro,Y,20,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,48,249,249,0
15901,C,25,0,0,1,F,1,0,0,RN,NATAL,1,RN,Natal,Lagoa azul,Y,105,1.0,8.0,N,0,700.0,0.0,0,1,0,0,0,1,1,0.0,1,Y,RN,Natal,Lagoa azul,Y,105,0,12.0,2.0,0.0,0.0,0,0,0,0,1,N,23,591,591,0
15906,C,15,0,0,1,F,2,1,0,RS,OSORIO,1,RS,VIAMAO,VILA AUGUSTA,N, ,2.0,0.0,N,1,460.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,RS,PORTO ALEGRE,RIO BRANCO,Y,54,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,54,945,945,0
15911,C,5,0,0,1,F,1,0,0,SP,RIBEIRAO PRETO,1,SP,RIBEIRAO PRETO,VILA MARIANA,Y,14,2.0,2.0,N,1,963.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,SP,RIBEIRAO PRETO,QUINTINO FACCI II,N, ,0,9.0,2.0,0.0,0.0,0,0,0,0,1,N,22,140,140,0
15914,C,25,0,0,1,M,1,1,0,RS,TAQUARA,1,RS,TAQUARA,NOSSA SENNA FATIMA,Y,54,0.0,0.0,N,1,923.0,0.0,1,1,0,0,0,1,1,0.0,1,Y,RS,TAQUARA, ,Y,54,0,9.0,5.0,11.0,0.0,0,0,0,0,1,N,42,956,956,0
15921,C,10,0,0,1,F,1,1,0, , ,0,BA,SALVADOR,PIRAJA,Y,81,1.0,0.0,N,1,372.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,BA,SALVADOR,BARRA,Y,81,0,11.0,5.0,11.0,0.0,0,0,0,0,1,N,40,412,412,0
15929,C,5,0,0,1,M,2,3,0, , ,0,AM,ITACOATIARA,ARAUJO COSTA,Y,118,1.0,0.0,N,1,1339.0,0.0,1,1,0,0,0,0,0,0.0,1,Y,SP,SAO PAULO, ,Y,5,0,10.0,2.0,11.0,0.0,0,0,0,0,1,N,26,691,691,1
15952,C,25,0,0,1,F,2,0,0, , ,0,PR,IMBITUVA,BNH,N, ,2.0,0.0,N,1,422.0,0.0,0,0,0,0,0,1,1,0.0,1,Y,PR,IMBITUVA,CENTRO,Y,41,0,9.0,2.0,11.0,0.0,0,0,0,0,1,N,41,844,844,1
